timestamp,equipment_id,operation_mode,location,terrain_type,load_weight_tonnes,fuel_consumption_liters,distance_traveled_km,maintenance_flag,downtime_hours,temperature_celsius,humidity_percent,sensor_failure
1/3/2023 2:00,EQ-18,automatic,RioTinto_Canada_Copper,sandy,56.51,131.54,13.22,1,0,29.91,52.08,1
1/3/2023 3:00,EQ-4,automatic,RioTinto_Canada_Copper,sandy,37.68,128.76,13.73,1,0,11.82,35.9,1
1/3/2023 4:00,EQ-89,automatic,RioTinto_Canada_Copper,sandy,49.93,16.28,9.14,1,0,12.49,67.56,1
1/3/2023 5:00,EQ-60,automatic,RioTinto_Canada_Copper,mixed,58.21,102.65,12.8,1,0,18.99,37.17,1
1/3/2023 6:00,EQ-14,automatic,RioTinto_Canada_Copper,clay,43.6,101.28,8.54,1,0,32.26,52.41,1
1/3/2023 7:00,EQ-9,manual,RioTinto_Canada_Copper,clay,53.07,116.01,12.64,1,0,31,49.68,1
1/3/2023 8:00,EQ-90,automatic,RioTinto_Canada_Copper,mixed,55.44,71.18,15.98,1,0,30.19,56.95,1
1/3/2023 9:00,EQ-53,manual,RioTinto_Canada_Copper,clay,35.4,114.51,20.29,1,0,28.92,57.11,1
1/3/2023 10:00,EQ-2,automatic,RioTinto_Canada_Copper,clay,39.68,58.29,22.43,1,0,26.34,62.91,1
1/3/2023 11:00,EQ-84,automatic,RioTinto_Canada_Copper,clay,27.15,120.55,14.94,1,0,31.03,43.52,1
1/3/2023 12:00,EQ-92,automatic,RioTinto_Canada_Copper,mixed,52.27,67.03,9.37,1,0,24,61.54,1
1/3/2023 13:00,EQ-60,manual,RioTinto_Canada_Copper,mixed,68.85,124.5,14.74,1,0,21.84,50.7,1
1/3/2023 14:00,EQ-71,manual,RioTinto_Canada_Copper,sandy,43.08,123.5,14.19,1,0,34.33,56.67,1
1/3/2023 15:00,EQ-44,automatic,RioTinto_Canada_Copper,mixed,48.07,93.32,21.59,1,0,24.38,61.06,1
1/3/2023 16:00,EQ-8,manual,RioTinto_Canada_Copper,mixed,60.13,108.77,19.38,1,0,27.95,54.31,1
1/3/2023 17:00,EQ-47,automatic,RioTinto_Canada_Copper,sandy,52.66,99.94,16.16,1,2.8,32.53,34.86,1
1/3/2023 18:00,EQ-35,manual,RioTinto_Canada_Copper,mixed,40.26,70.43,22.6,1,0,23.31,52.64,1
1/3/2023 19:00,EQ-78,manual,RioTinto_Canada_Copper,clay,65.26,111.25,12.47,1,0,28.67,58.38,1
1/3/2023 20:00,EQ-81,manual,RioTinto_Canada_Copper,rocky,51.97,123.75,18.13,1,0,22.63,51.28,1
1/3/2023 21:00,EQ-36,automatic,RioTinto_Canada_Copper,sandy,47.68,93.55,12.48,1,0,25.94,62.66,1
1/3/2023 22:00,EQ-50,automatic,RioTinto_Canada_Copper,rocky,48.51,112.77,12.64,1,0,33.02,52.79,1
1/3/2023 23:00,EQ-4,automatic,RioTinto_Canada_Copper,rocky,55.91,82.46,4.66,1,0,26.36,61.47,1
1/4/2023 0:00,EQ-2,automatic,RioTinto_Canada_Copper,sandy,43.87,118.36,15.5,1,0,26.32,49.09,1
1/4/2023 1:00,EQ-6,automatic,RioTinto_Canada_Copper,rocky,65.72,100.2,15.65,1,0,22.32,61.8,1
1/4/2023 2:00,EQ-54,automatic,RioTinto_Canada_Copper,rocky,62.59,99.7,14.32,1,0,31.45,45.58,1
1/4/2023 3:00,EQ-4,automatic,RioTinto_Canada_Copper,sandy,50.08,109.38,17.27,1,0,33.36,51.66,1
1/4/2023 4:00,EQ-54,automatic,RioTinto_Canada_Copper,sandy,50.62,130.58,20,1,0,27.03,38.99,1
1/4/2023 5:00,EQ-93,automatic,RioTinto_Canada_Copper,clay,41.54,110.53,14.91,1,0,22.36,48.1,1
1/4/2023 6:00,EQ-63,automatic,RioTinto_Canada_Copper,sandy,43.63,78.35,18.02,1,0,19.7,52.36,1
1/4/2023 7:00,EQ-18,manual,RioTinto_Canada_Copper,mixed,38.65,85.64,16.87,1,0,21.48,34.62,1
1/4/2023 8:00,EQ-90,automatic,RioTinto_Canada_Copper,rocky,47.96,98.56,20.38,1,0,20.21,64.07,1
1/4/2023 9:00,EQ-44,automatic,RioTinto_Canada_Copper,sandy,50.62,109.92,17.67,1,0,28.49,51.91,1
1/4/2023 10:00,EQ-34,manual,RioTinto_Canada_Copper,clay,34.1,76.77,24.11,1,0,14.96,56.82,1
1/4/2023 11:00,EQ-74,automatic,RioTinto_Canada_Copper,sandy,56.89,106.99,16.32,1,0,24.93,49.62,1
1/4/2023 12:00,EQ-62,automatic,RioTinto_Canada_Copper,rocky,41.29,117.78,10.31,1,0,23.12,45,1
1/4/2023 13:00,EQ-100,automatic,RioTinto_Canada_Copper,sandy,54.12,90,21.31,1,2.74,30.91,29.84,1
1/4/2023 14:00,EQ-14,automatic,RioTinto_Canada_Copper,rocky,58.07,139.42,18.21,1,0,27.51,56.88,1
1/4/2023 15:00,EQ-95,manual,RioTinto_Canada_Copper,sandy,63.07,85.15,17.38,1,0,20.73,61.85,1
1/4/2023 16:00,EQ-48,automatic,RioTinto_Canada_Copper,clay,60.97,104.03,7.29,1,1.72,23.98,50.72,1
1/4/2023 17:00,EQ-15,automatic,RioTinto_Canada_Copper,mixed,66.57,58.23,22.44,1,0,29.18,37.3,1
1/4/2023 18:00,EQ-72,automatic,RioTinto_Canada_Copper,clay,58.15,93.66,20.01,1,0,24.93,61.12,1
1/4/2023 19:00,EQ-78,automatic,RioTinto_Canada_Copper,sandy,51.68,97.02,16.57,1,0,12.96,61.92,1
1/4/2023 20:00,EQ-87,manual,RioTinto_Canada_Copper,rocky,45.27,91.44,0.77,1,0,24.44,53.12,1
1/4/2023 21:00,EQ-62,automatic,RioTinto_Canada_Copper,clay,48.81,85.26,13.31,1,0,15.7,56.25,1
1/4/2023 22:00,EQ-40,automatic,RioTinto_Canada_Copper,mixed,66.29,89.65,24.56,1,0,23.98,64.42,1
1/4/2023 23:00,EQ-85,automatic,RioTinto_Canada_Copper,mixed,48.02,112.67,17.39,1,0,31.91,56.4,1
1/5/2023 0:00,EQ-80,automatic,RioTinto_Canada_Copper,rocky,49.95,61.63,8.95,1,0,26.05,58.18,1
1/5/2023 1:00,EQ-82,automatic,RioTinto_Canada_Copper,sandy,64.76,62.79,12.21,1,0,25.34,66.05,1
1/5/2023 2:00,EQ-53,manual,RioTinto_Canada_Copper,clay,47.67,90.17,13.01,1,0,20.46,53.96,1
1/5/2023 3:00,EQ-24,manual,RioTinto_Canada_Copper,clay,42.05,97.56,20.65,1,0,24.55,39.06,1
1/5/2023 4:00,EQ-26,manual,RioTinto_Canada_Copper,rocky,61.33,84.35,7.46,1,0.71,22.3,77.29,1
1/5/2023 5:00,EQ-89,manual,RioTinto_Canada_Copper,clay,41.72,101.27,20.29,1,0,28.76,62.84,1
1/5/2023 6:00,EQ-60,automatic,RioTinto_Canada_Copper,rocky,54.04,112.4,18.95,1,0,23.6,61.59,1
1/5/2023 7:00,EQ-41,automatic,RioTinto_Canada_Copper,rocky,52.29,119.58,26.21,1,0,26.9,45.89,1
1/5/2023 8:00,EQ-29,manual,RioTinto_Canada_Copper,sandy,53.16,126.46,17.66,1,0,24.42,52.13,1
1/5/2023 9:00,EQ-15,manual,RioTinto_Canada_Copper,rocky,25.8,73.51,8.8,1,13.26,25.39,36.02,1
1/5/2023 10:00,EQ-45,manual,RioTinto_Canada_Copper,clay,57.8,84.57,14.76,1,0,23.22,46.45,1
1/5/2023 11:00,EQ-65,automatic,RioTinto_Canada_Copper,rocky,49.41,82.46,10.04,1,0,23.08,46.95,1
1/5/2023 12:00,EQ-89,automatic,RioTinto_Canada_Copper,clay,56.16,120.22,16.94,1,0,24.9,45.77,1
1/5/2023 13:00,EQ-71,manual,RioTinto_Canada_Copper,rocky,55.01,87.35,23.71,1,0,22.01,35.35,1
1/5/2023 14:00,EQ-9,manual,RioTinto_Canada_Copper,sandy,53.16,106.14,10.71,1,0,32.12,36.54,1
1/5/2023 15:00,EQ-88,manual,RioTinto_Canada_Copper,sandy,46.03,71.7,19.66,1,0,16.31,56.73,1
1/5/2023 16:00,EQ-1,automatic,RioTinto_Canada_Copper,rocky,46.14,87.13,11.9,1,0,29.18,53.68,1
1/5/2023 17:00,EQ-8,automatic,RioTinto_Canada_Copper,rocky,49.46,82.06,7.25,1,0,33.28,62.49,1
1/5/2023 18:00,EQ-88,automatic,RioTinto_Canada_Copper,rocky,51.71,113.67,22.99,1,0,22.9,41.32,1
1/5/2023 19:00,EQ-63,manual,RioTinto_Canada_Copper,sandy,45.76,75.07,16.16,1,0,23.89,54.63,1
1/5/2023 20:00,EQ-11,automatic,RioTinto_Canada_Copper,mixed,59.43,135.69,17.46,1,0,20.47,49.37,1
1/5/2023 21:00,EQ-81,automatic,RioTinto_Canada_Copper,rocky,46.72,104.31,19.31,1,0,30.51,50.31,1
1/5/2023 22:00,EQ-8,manual,RioTinto_Canada_Copper,mixed,40.2,85.44,6.5,1,0,29.07,42.93,1
1/5/2023 23:00,EQ-35,automatic,RioTinto_Canada_Copper,rocky,55.95,106.83,13.67,1,0,19.6,31.76,1
1/6/2023 0:00,EQ-35,manual,RioTinto_Canada_Copper,clay,68.81,83.73,6.79,1,0,18.01,51.3,1
1/6/2023 1:00,EQ-33,automatic,RioTinto_Canada_Copper,sandy,38.32,78.75,12.38,1,0,23.63,41.14,1
1/6/2023 2:00,EQ-5,manual,RioTinto_Canada_Copper,mixed,48.75,113.97,20.75,1,0,28.44,41.24,1
1/6/2023 3:00,EQ-41,automatic,RioTinto_Canada_Copper,mixed,60.64,127.38,17.25,1,0,27.99,46.18,1
1/6/2023 4:00,EQ-28,manual,RioTinto_Canada_Copper,sandy,55.7,107.62,11.91,1,0,24.89,56.19,1
1/6/2023 5:00,EQ-7,manual,RioTinto_Canada_Copper,mixed,56.21,75.42,15.12,1,0,26.66,33.45,1
1/6/2023 6:00,EQ-73,automatic,RioTinto_Canada_Copper,rocky,50.3,83.68,14.27,1,0,25.1,48.34,1
1/6/2023 7:00,EQ-72,automatic,RioTinto_Canada_Copper,mixed,23.42,130.58,16.55,1,0,22.25,34.69,1
1/6/2023 8:00,EQ-12,automatic,RioTinto_Canada_Copper,rocky,52.58,115.89,11.87,1,0,25.6,59.13,1
1/6/2023 9:00,EQ-34,automatic,RioTinto_Canada_Copper,mixed,53.73,77.45,14.39,1,0,20.78,65.62,1
1/6/2023 10:00,EQ-33,manual,RioTinto_Canada_Copper,clay,61.26,85.73,15.76,1,9.21,30.4,57.68,1
1/6/2023 11:00,EQ-48,automatic,RioTinto_Canada_Copper,mixed,42.49,103.75,17.13,1,0,22.54,60.56,1
1/6/2023 12:00,EQ-23,automatic,RioTinto_Canada_Copper,mixed,66.83,97.12,16.1,1,4.09,22.73,77.1,1
1/6/2023 13:00,EQ-62,automatic,RioTinto_Canada_Copper,rocky,46.9,141.78,6.81,1,0,15.8,28.5,1
1/6/2023 14:00,EQ-88,manual,RioTinto_Canada_Copper,sandy,45.17,85.37,8.7,1,0,22.56,52.24,1
1/6/2023 15:00,EQ-37,manual,RioTinto_Canada_Copper,clay,42.79,111.99,18.12,1,0,25.39,48.78,1
1/6/2023 16:00,EQ-99,automatic,RioTinto_Canada_Copper,sandy,60.46,105.95,13.73,1,0,16.94,54.22,1
1/6/2023 17:00,EQ-44,automatic,RioTinto_Canada_Copper,rocky,39.04,66.81,12.78,1,0,30.64,44.57,1
1/6/2023 18:00,EQ-86,automatic,RioTinto_Canada_Copper,clay,56.32,52.14,13.74,1,0,19.68,52.8,1
1/6/2023 19:00,EQ-91,automatic,RioTinto_Canada_Copper,mixed,41.92,92.31,13.74,1,0,25.41,56.52,1
1/6/2023 20:00,EQ-35,automatic,RioTinto_Canada_Copper,sandy,49.56,108.37,6.16,1,0,29.47,55.18,1
1/6/2023 21:00,EQ-65,automatic,RioTinto_Canada_Copper,sandy,34.75,131.8,23.65,1,0,16.04,34.88,1
1/6/2023 22:00,EQ-99,automatic,RioTinto_Canada_Copper,sandy,57.85,84.35,14.44,1,3.82,19.14,58.89,1
1/6/2023 23:00,EQ-47,automatic,RioTinto_Canada_Copper,mixed,48.5,109.49,15.07,1,0,26.23,43.61,1
1/7/2023 0:00,EQ-78,automatic,RioTinto_Canada_Copper,rocky,55.57,94.2,15.39,1,0,27.94,45.06,1
1/7/2023 1:00,EQ-3,automatic,RioTinto_Canada_Copper,mixed,48.21,134.55,19.81,1,0,12.13,44.28,1
1/7/2023 2:00,EQ-1,automatic,RioTinto_Canada_Copper,mixed,55.28,99.2,18.42,1,0,25.89,56.15,1
1/7/2023 3:00,EQ-5,manual,RioTinto_Canada_Copper,rocky,49.54,91.2,14.63,1,0,21.23,34.69,1
1/7/2023 4:00,EQ-90,manual,RioTinto_Canada_Copper,rocky,57.41,103.41,10.64,1,0,25.45,62.37,1
1/7/2023 5:00,EQ-14,automatic,RioTinto_Canada_Copper,mixed,55.34,103.86,21.18,1,0,24.71,72.08,1
1/7/2023 6:00,EQ-27,automatic,RioTinto_Canada_Copper,rocky,51.96,127.93,15.28,1,0,29.29,48.81,1
1/7/2023 7:00,EQ-9,manual,RioTinto_Canada_Copper,sandy,41,100.1,17.97,1,0,21.54,38.43,1
1/7/2023 8:00,EQ-79,manual,RioTinto_Canada_Copper,clay,45.63,108.61,9.58,1,0,33.69,32.85,1
1/7/2023 9:00,EQ-15,automatic,RioTinto_Canada_Copper,rocky,42.28,66.92,18.25,1,0,28.85,48.59,1
1/7/2023 10:00,EQ-90,automatic,RioTinto_Canada_Copper,clay,64.29,76.89,7.87,1,0,22.92,45.07,1
1/7/2023 11:00,EQ-42,automatic,RioTinto_Canada_Copper,sandy,57.8,92.47,13.01,1,0,20.91,58.18,1
1/7/2023 12:00,EQ-77,automatic,RioTinto_Canada_Copper,rocky,50.38,102.08,15.66,1,0.38,28.76,60.74,1
1/7/2023 13:00,EQ-51,automatic,RioTinto_Canada_Copper,mixed,44.38,84.77,23.69,1,0,25.2,36.2,1
1/7/2023 14:00,EQ-63,automatic,RioTinto_Canada_Copper,mixed,42.1,105.67,18.29,1,0,29.57,47.84,1
1/7/2023 15:00,EQ-96,automatic,RioTinto_Canada_Copper,sandy,51.22,89.53,22.19,1,0,26.55,41.91,1
1/7/2023 16:00,EQ-52,automatic,RioTinto_Canada_Copper,rocky,68.43,133.97,17.3,1,0,12.98,52.61,1
1/7/2023 17:00,EQ-96,automatic,RioTinto_Canada_Copper,mixed,50.06,95.87,9.45,1,0,23.06,25.3,1
1/7/2023 18:00,EQ-4,automatic,RioTinto_Canada_Copper,rocky,62.02,108.62,9.48,1,2.78,25.26,35.34,1
1/7/2023 19:00,EQ-94,automatic,RioTinto_Canada_Copper,clay,52.76,95.63,18.81,1,0,16.07,44.85,1
1/7/2023 20:00,EQ-23,automatic,RioTinto_Canada_Copper,mixed,55.63,98.14,9.99,1,0,29.85,56.37,1
1/7/2023 21:00,EQ-15,automatic,RioTinto_Canada_Copper,sandy,45.24,110.93,7.28,1,0,23.06,43.2,1
1/7/2023 22:00,EQ-43,manual,RioTinto_Canada_Copper,mixed,48.03,102.76,10.12,1,0.3,18.3,59.79,1
1/7/2023 23:00,EQ-29,automatic,RioTinto_Canada_Copper,sandy,41.69,89.57,16.34,1,0,21.81,38.2,1
1/8/2023 0:00,EQ-36,manual,RioTinto_Canada_Copper,sandy,53.05,106.7,11.03,1,0,22.81,48.28,1
1/8/2023 1:00,EQ-13,manual,RioTinto_Canada_Copper,clay,47.57,96.83,21.28,1,0,26.61,42.45,1
1/8/2023 2:00,EQ-32,automatic,RioTinto_Canada_Copper,clay,53.6,111.65,17.14,1,0,29.67,61.13,1
1/8/2023 3:00,EQ-71,automatic,RioTinto_Canada_Copper,sandy,40.15,122.95,15.95,1,0,16.85,65.02,1
1/8/2023 4:00,EQ-59,automatic,RioTinto_Canada_Copper,mixed,54.56,119.84,16.94,1,0,27.61,58.64,1
1/8/2023 5:00,EQ-86,manual,RioTinto_Canada_Copper,sandy,51.69,78.76,18.02,1,0,19.19,63.68,1
1/8/2023 6:00,EQ-28,manual,RioTinto_Canada_Copper,rocky,51.37,39.43,18.09,1,0,26.26,48.67,1
1/8/2023 7:00,EQ-66,manual,RioTinto_Canada_Copper,rocky,53.89,145.15,10.91,1,0,17.19,40.97,1
1/8/2023 8:00,EQ-42,automatic,RioTinto_Canada_Copper,mixed,47.62,110.49,21.3,1,0,29.78,45.46,1
1/8/2023 9:00,EQ-45,automatic,RioTinto_Canada_Copper,mixed,88.07,107.55,18.14,1,0,28.44,38.2,1
1/8/2023 10:00,EQ-62,automatic,RioTinto_Canada_Copper,clay,54.68,85.76,13.03,1,0,28.06,53.67,1
1/8/2023 11:00,EQ-57,automatic,RioTinto_Canada_Copper,rocky,51.05,59,18.86,1,0,28.34,45.38,1
1/8/2023 12:00,EQ-6,automatic,RioTinto_Canada_Copper,sandy,57.42,59.94,8.34,1,1.64,23.35,40.02,1
1/8/2023 13:00,EQ-28,automatic,RioTinto_Canada_Copper,sandy,44.79,93.25,19.28,1,0,26.13,50.34,1
1/8/2023 14:00,EQ-28,manual,RioTinto_Canada_Copper,rocky,44.46,103.06,16.44,1,0,23.56,29.48,1
1/8/2023 15:00,EQ-44,automatic,RioTinto_Canada_Copper,rocky,58,133.7,4.28,1,0,34.47,52.5,1
1/8/2023 16:00,EQ-84,automatic,RioTinto_Canada_Copper,clay,58.89,104.86,24.99,1,0,34.09,33.02,1
1/8/2023 17:00,EQ-30,automatic,RioTinto_Canada_Copper,rocky,61.92,113.39,8.46,1,0,21.29,50.09,1
1/8/2023 18:00,EQ-62,manual,RioTinto_Canada_Copper,clay,35.75,89.35,17.87,1,0,36.32,52.17,1
1/8/2023 19:00,EQ-75,manual,RioTinto_Canada_Copper,mixed,48.74,90.84,22.07,1,0,30.32,39.08,1
1/8/2023 20:00,EQ-92,automatic,RioTinto_Canada_Copper,mixed,53.3,70.53,1.93,1,0,34.49,46.33,1
1/8/2023 21:00,EQ-89,automatic,RioTinto_Canada_Copper,rocky,57.2,75.43,16.16,1,0,18.3,51.19,1
1/8/2023 22:00,EQ-62,automatic,RioTinto_Canada_Copper,rocky,55.27,75.24,19.43,1,0,18.88,39.22,1
1/8/2023 23:00,EQ-97,manual,RioTinto_Canada_Copper,rocky,41.49,92.73,20.58,1,6.86,31.5,56.01,1
1/9/2023 0:00,EQ-1,automatic,RioTinto_Canada_Copper,rocky,55.15,66.72,21.08,1,0,16.71,66.52,1
1/9/2023 1:00,EQ-27,automatic,RioTinto_Canada_Copper,sandy,53.21,83.77,19.63,1,0,23.71,49.46,1
1/9/2023 2:00,EQ-62,automatic,RioTinto_Canada_Copper,sandy,53.19,99.22,13.32,1,0,28.75,60.23,1
1/9/2023 3:00,EQ-77,automatic,RioTinto_Canada_Copper,mixed,39.04,51.94,17.3,1,0,29.3,52.67,1
1/9/2023 4:00,EQ-3,manual,RioTinto_Canada_Copper,sandy,40.66,129.64,25.06,1,11.25,27.98,47.5,1
1/9/2023 5:00,EQ-70,automatic,RioTinto_Canada_Copper,rocky,68.12,135.63,21.32,1,0,29.57,50.17,1
1/9/2023 6:00,EQ-72,automatic,RioTinto_Canada_Copper,clay,59.86,120.66,11.67,1,0,18.15,47.78,1
1/9/2023 7:00,EQ-27,automatic,RioTinto_Canada_Copper,mixed,49.37,107.84,20.33,1,0,22.13,52.68,1
1/9/2023 8:00,EQ-9,automatic,RioTinto_Canada_Copper,rocky,49.54,106.52,21.78,1,0,29.73,52.49,1
1/9/2023 9:00,EQ-62,manual,RioTinto_Canada_Copper,sandy,72.23,110.63,10.6,1,0,25.38,60.91,1
1/9/2023 10:00,EQ-37,automatic,RioTinto_Canada_Copper,clay,50.45,101.72,14.89,1,0,20.54,44.47,1
1/9/2023 11:00,EQ-97,manual,RioTinto_Canada_Copper,clay,48.83,103.64,13.57,1,0,29.54,44.55,1
1/9/2023 12:00,EQ-51,manual,RioTinto_Canada_Copper,sandy,42.07,66.78,19.62,1,0,22.17,59.8,1
1/9/2023 13:00,EQ-44,automatic,RioTinto_Canada_Copper,rocky,47.66,102.32,12.95,1,0,24.35,50.47,1
1/9/2023 14:00,EQ-24,automatic,RioTinto_Canada_Copper,clay,33.17,109.97,11.85,1,0,24.95,48.77,1
1/9/2023 15:00,EQ-79,automatic,RioTinto_Canada_Copper,clay,55.21,106.77,20.46,1,0,24.66,25.95,1
1/9/2023 16:00,EQ-59,manual,RioTinto_Canada_Copper,sandy,62.59,122.96,8.97,1,0,28.36,65.69,1
1/9/2023 17:00,EQ-32,automatic,RioTinto_Canada_Copper,clay,62.7,129.39,15.93,1,0,27.13,44.68,1
1/9/2023 18:00,EQ-96,automatic,RioTinto_Canada_Copper,clay,42.98,89.49,11.35,1,0,18.63,52.87,1
1/9/2023 19:00,EQ-88,automatic,RioTinto_Canada_Copper,clay,27.05,77.32,20.45,1,0,23.63,44.77,1
1/9/2023 20:00,EQ-52,manual,RioTinto_Canada_Copper,mixed,53.39,125.12,11.94,1,0,23.12,56.98,1
1/9/2023 21:00,EQ-62,automatic,RioTinto_Canada_Copper,rocky,63.19,113.31,15.18,1,0,16.76,59.25,1
